vesslterms,feature_type,chart,latdec,longdec,depth,histroy,quasou,watlev,coordinates
,"Wrecks - Submerged, dangerous","US,US,graph,GC10581",53.8305124,,,,depth unknown,always under water/submerged,"[-166.6099288,53.8305124]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 16530",53.8777166,,13.7,,least depth known,always under water/submerged,"[-166.5465701,53.8777166]"
,Wrecks - Visible,"US,US,graph,Chart 16446",51.391397,,,,,always dry,"[179.287796,51.391397]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DB-8089-obs",37.531111,,,,depth unknown,always under water/submerged,"[-122.1925,37.531111]"
,Wrecks - Visible,"US,US,graph,Chart 18651",37.666119,,,,,always dry,"[-122.389878,37.666119]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0256039,,,,,always dry,"[-121.8294446,38.0256039]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18685",36.6048058,,,,depth unknown,always under water/submerged,"[-121.8931533,36.6048058]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18749",33.7405426,,,,depth unknown,always under water/submerged,"[-118.1174985,33.7405426]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.765825,,4.8,,least depth known,always under water/submerged,"[-118.235605,33.765825]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.737945,,7.8,,least depth known,always under water/submerged,"[-118.23834,33.737945]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18643",38.325611,,,,depth unknown,always under water/submerged,"[-123.042059,38.325611]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18647",37.988368,,,,depth unknown,always under water/submerged,"[-122.961767,37.988368]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12368",41.0049832,,21.6,,least depth known,always under water/submerged,"[-73.4328639,41.0049832]"
,Wrecks - Visible,"US,US,graph,GC-10808",41.30208,,,,,partly submerged at high water,"[-73.070228,41.30208]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13213",41.2877498,,13.7,,least depth known,always under water/submerged,"[-72.0360458,41.2877498]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12216",38.561201,,,,depth unknown,always under water/submerged,"[-75.2154586,38.561201]"
,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 10/10",27.7699944,,,,depth unknown,always under water/submerged,"[-82.6236649,27.7699944]"
,Wrecks - Visible,"US,US,graph,Chart 11415",27.6505556,,,,,always dry,"[-82.7583333,27.6505556]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11411",28.150209,,,,depth unknown,always under water/submerged,"[-82.819483,28.150209]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11411",28.0258419,,,,depth unknown,always under water/submerged,"[-82.8879733,28.0258419]"
,Wrecks - Visible,"US,US,graph,Chart 11411",28.157496,,,,,always dry,"[-82.759013,28.157496]"
,Wrecks - Visible,"US,US,graph,Chart 11425",27.324989,,,,,always dry,"[-82.54169,27.324989]"
,Wrecks - Visible,"US,US,reprt,L-561/03",25.7833333,,,,,always dry,"[-80.1694444,25.7833333]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11463",25.286016,,,,depth unknown,always under water/submerged,"[-80.362015,25.286016]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11463",25.444032,,,,depth unknown,always under water/submerged,"[-80.121569,25.444032]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11449",24.848347,,,,depth unknown,always under water/submerged,"[-80.624541,24.848347]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11427",26.5719922,,,,depth unknown,always under water/submerged,"[-81.9197471,26.5719922]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11430",25.906,,,,depth unknown,always under water/submerged,"[-81.639758,25.906]"
,"Wrecks - Submerged, dangerous","US,US,reprt,H-10799",30.3889921,,18.5,,least depth known,always under water/submerged,"[-81.1767232,30.3889921]"
,Wrecks - Visible,"US,US,graph,Chart 11492",30.149055,,,,,always dry,"[-81.725885,30.149055]"
,"Wrecks - Submerged, dangerous","US,US,reprt,CL 791/03",26.7791944,,,,depth unknown,always under water/submerged,"[-80.0468889,26.7791944]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11385",30.4593028,,,,depth unknown,always under water/submerged,"[-86.9291791,30.4593028]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-17705 (NWID: 19186)",29.8069417,,,,depth unknown,always under water/submerged,"[-84.6627111,29.8069417]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11383",30.2889513,,,,depth unknown,always under water/submerged,"[-87.1536095,30.2889513]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11384",30.312589,,,,depth unknown,always under water/submerged,"[-87.266595,30.312589]"
,Wrecks - Visible,"US,US,graph,Chart 11441",24.608834,,,,,always dry,"[-81.883281,24.608834]"
,Wrecks - Visible,"US,US,reprt,L-299/07",30.427305,,,,,always dry,"[-88.93026,30.427305]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2018247,,,,depth unknown,always under water/submerged,"[-88.4484535,30.2018247]"
,Wrecks - Visible,"US,US,graph,chart 11374",30.3790587,,,,,always dry,"[-88.6105625,30.3790587]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2505735,,,,depth unknown,always under water/submerged,"[-88.4249087,30.2505735]"
,Wrecks - Visible,"US,US,graph,Chart 11537",34.245926,,,,,always dry,"[-77.9671347,34.245926]"
,Wrecks - Visible,"US,US,graph,Chart 11537",33.9733032,,,,,always dry,"[-77.9548611,33.9733032]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.8551705,,,,depth unknown,always under water/submerged,"[-78.0105021,33.8551705]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.069206,,,,depth unknown,always under water/submerged,"[-77.068334,35.069206]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.017085,,,,depth unknown,always under water/submerged,"[-76.916357,35.017085]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11553",35.5337449,,,,depth unknown,always under water/submerged,"[-76.6288833,35.5337449]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11553",35.54037,,,,depth unknown,always under water/submerged,"[-76.6076938,35.54037]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12332",40.4980681,,,,depth unknown,always under water/submerged,"[-74.2884764,40.4980681]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6455019,,,,depth unknown,always under water/submerged,"[-74.1656146,40.6455019]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6434225,,,,depth unknown,always under water/submerged,"[-74.1640696,40.6434225]"
,Wrecks - Visible,"US,US,reprt,1stCGD,LNM 52/80",40.7415402,,,,,always dry,"[-74.1293045,40.7415402]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",38.939253,,8.2,,least depth known,always under water/submerged,"[-74.840936,38.939253]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",38.9325206,,9.4,,least depth known,always under water/submerged,"[-74.8298719,38.9325206]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.9206863,,4.8,,least depth known,always under water/submerged,"[-73.3929839,40.9206863]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12365",40.9835996,,25.9,,least depth known,always under water/submerged,"[-73.4190658,40.9835996]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17322",57.612355,,,,depth unknown,always under water/submerged,"[-136.133004,57.612355]"
,Wrecks - Visible,"US,US,graph,Chart 16646",59.412357,,,,,always dry,"[-151.7188801,59.412357]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17405",55.3792789,,0.4,,least depth known,always under water/submerged,"[-133.1488147,55.3792789]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16433",52.930024,,,,depth unknown,always under water/submerged,"[173.134255,52.930024]"
,Wrecks - Visible,"US,US,graph,Chart 11380",30.4516528,,,,,always dry,"[-88.0961443,30.4516528]"
,Wrecks - Visible,"US,US,graph,Chart 18658",38.0773917,,,,,always dry,"[-122.0238716,38.0773917]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0166787,,,,,always dry,"[-121.7275509,38.0166787]"
,Wrecks - Visible,"US,US,graph,Chart 18662",38.483199,,,,,always dry,"[-121.5475753,38.483199]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0126364,,,,,always dry,"[-121.7245182,38.0126364]"
,Wrecks - Visible,"US,US,graph,DD-12386",38.1419929,,,,,always dry,"[-121.6854911,38.1419929]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,L-972/2013",34.1283333,,,,depth unknown,always under water/submerged,"[-119.2233333,34.1283333]"
,Wrecks - Visible,"US,US,graph,Chart 16382",57.108176,,,,,always dry,"[-170.300594,57.108176]"
,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.7780242,,,,depth unknown,always under water/submerged,"[-122.2432083,37.7780242]"
,Wrecks - Visible,"US,US,graph,Chart 18654",38.155923,,,,,always dry,"[-122.542911,38.155923]"
,Wrecks - Visible,"US,US,graph,Chart 18655",38.1210405,,,,,always dry,"[-122.2869762,38.1210405]"
,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 05/04",38.0636711,,,,depth unknown,always under water/submerged,"[-122.0987754,38.0636711]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0206328,,,,,always dry,"[-121.7264258,38.0206328]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18751",33.709851,,,,depth unknown,always under water/submerged,"[-118.279094,33.709851]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.736285,,,,depth unknown,always under water/submerged,"[-118.24051,33.736285]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18643",38.27906,,,,depth unknown,always under water/submerged,"[-123.001189,38.27906]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13213",41.3656964,,,,depth unknown,always under water/submerged,"[-72.0834174,41.3656964]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12216",38.8438969,,30.7,,least depth known,always under water/submerged,"[-75.0751614,38.8438969]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12216",38.8133084,,16.4,,least depth known,always under water/submerged,"[-75.0681308,38.8133084]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-10606",27.680594,,4.2,,least depth known,always under water/submerged,"[-82.605758,27.680594]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11425",27.460336,,,,depth unknown,always under water/submerged,"[-82.681981,27.460336]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11468",25.7649056,,12.1,,least depth known,always under water/submerged,"[-80.1503306,25.7649056]"
,Wrecks - Visible,"US,US,graph,Chart 11463",25.215237,,,,,always dry,"[-80.289807,25.215237]"
,Wrecks - Visible,"US,US,graph,Chart 11449",24.800795,,,,,always dry,"[-80.799775,24.800795]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11467",25.8491242,,63.3,,least depth known,always under water/submerged,"[-80.0777335,25.8491242]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11427",26.4677863,,,,depth unknown,always under water/submerged,"[-81.952382,26.4677863]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11427",26.4439346,,,,depth unknown,always under water/submerged,"[-81.9236136,26.4439346]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11430",25.908623,,,,depth unknown,always under water/submerged,"[-81.766543,25.908623]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11491",30.3183325,,,,depth unknown,always under water/submerged,"[-81.6336346,30.3183325]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11466",26.813531,,,,depth unknown,always under water/submerged,"[-79.950038,26.813531]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11383",30.4037745,,,,depth unknown,always under water/submerged,"[-87.2520487,30.4037745]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11481",28.3885949,,,,depth unknown,always under water/submerged,"[-80.661294,28.3885949]"
,Wrecks - Visible,"US,US,graph,Chart 11485",28.333347,,,,,always dry,"[-80.697418,28.333347]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11475",27.4629833,,,,depth unknown,always under water/submerged,"[-80.2717498,27.4629833]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11438",24.608712,,,,depth unknown,always under water/submerged,"[-82.956539,24.608712]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24660",30.2449986,,8.2,,least depth known,always under water/submerged,"[-88.8284099,30.2449986]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9226671,,,,depth unknown,always under water/submerged,"[-78.0807328,33.9226671]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11761",33.9573571,,4.8,,least depth known,always under water/submerged,"[-77.9521263,33.9573571]"
,Wrecks - Visible,"US,US,graph,Chart 11537",33.9256672,,,,,covers and uncovers,"[-78.0600163,33.9256672]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.083,,,,depth unknown,always under water/submerged,"[-77.020367,35.083]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",35.10413,,,,depth unknown,always under water/submerged,"[-77.04643,35.10413]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.6053,,,,,always under water/submerged,"[-76.047299,36.6053]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.666637,,,,,always under water/submerged,"[-76.063105,36.666637]"
,Wrecks - Visible,"US,US,graph,HS-11399 (NWID: 18093)",40.5268936,,,,,always dry,"[-74.2459281,40.5268936]"
,Wrecks - Visible,"US,US,graph,chart 12331",40.5069143,,,,,always dry,"[-74.2553957,40.5069143]"
,Wrecks - Visible,"US,US,graph,chart 12331",40.525624,,,,,always dry,"[-74.2441625,40.525624]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12325",40.378154,,0.6,,least depth known,always under water/submerged,"[-74.020257,40.378154]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.3273105,,7,,least depth known,always under water/submerged,"[-74.4185975,39.3273105]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12596",39.7685083,,7.6,,least depth known,always under water/submerged,"[-74.0837861,39.7685083]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",40.332798,,16.1,,least depth known,always under water/submerged,"[-73.926907,40.332798]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11536",40.0320972,,20.7,,least depth known,always under water/submerged,"[-73.9713306,40.0320972]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.79859,,17.3,,least depth known,always under water/submerged,"[-73.9053883,40.79859]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12365",40.984282,,28.9,,least depth known,always under water/submerged,"[-73.496783,40.984282]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-191412",40.971147,,18.5,,least depth known,always under water/submerged,"[-73.486469,40.971147]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.8981888,,2.1,,least depth known,always under water/submerged,"[-73.4278047,40.8981888]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12366",40.878312,,,,depth unknown,always under water/submerged,"[-73.7506785,40.878312]"
,Wrecks - Visible,"US,US,graph,Chart 11377",30.2633334,,,,,always dry,"[-88.0916667,30.2633334]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0762846,,,,,always dry,"[-121.9090735,38.0762846]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0247251,,,,,always dry,"[-121.8031889,38.0247251]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0241926,,,,,always dry,"[-121.8040013,38.0241926]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0624001,,,,,always dry,"[-121.8698609,38.0624001]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 18663",37.9962597,,,,depth unknown,always under water/submerged,"[-121.428726,37.9962597]"
,Wrecks - Visible,"US,US,graph,HS-11308",30.4926389,,,,,always dry,"[-88.0226111,30.4926389]"
,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.8486185,,,,depth unknown,always under water/submerged,"[-122.4785271,37.8486185]"
,Wrecks - Visible,"US,US,graph,Chart 18653",37.8793292,,,,,always dry,"[-122.50107,37.8793292]"
,Wrecks - Visible,"US,US,graph,chart 18657",38.0465412,,,,,always dry,"[-122.1618337,38.0465412]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0147556,,,,,always dry,"[-121.7311532,38.0147556]"
,"Wrecks - Submerged, nondangerous","US,US,graph,H-12619",33.6595,,33.4,,least depth known,always under water/submerged,"[-118.266835,33.6595]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18704",35.1614887,,,,depth unknown,always under water/submerged,"[-120.7509629,35.1614887]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12370",41.171817,,11.5,,least depth known,always under water/submerged,"[-73.028651,41.171817]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13214",41.349401,,,,depth unknown,always under water/submerged,"[-71.971428,41.349401]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11415",27.5822183,,,,depth unknown,always under water/submerged,"[-82.7598663,27.5822183]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11416",27.9636239,,,,depth unknown,always under water/submerged,"[-82.5649074,27.9636239]"
,Wrecks - Visible,"US,US,graph,Chart 11464",24.9756726,,,,,always dry,"[-80.6330862,24.9756726]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11451",25.7184614,,,,depth unknown,always under water/submerged,"[-80.2184368,25.7184614]"
,Wrecks - Visible,"US,US,graph,Chart 11472",27.361657,,,,,always dry,"[-80.284833,27.361657]"
,Wrecks - Visible,"US,US,graph,Chart 11427",26.4918639,,,,,always dry,"[-82.074732,26.4918639]"
,"Wrecks - Submerged, dangerous","US,US,reprt,H-10799",30.3921477,,18.8,,least depth known,always under water/submerged,"[-81.1710313,30.3921477]"
,"Wrecks - Submerged, dangerous","US,US,reprt,CL 791/03",26.778778,,,,depth unknown,always under water/submerged,"[-80.048111,26.778778]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11388",30.3678078,,,,depth unknown,always under water/submerged,"[-86.5167133,30.3678078]"
,Wrecks - Visible,"US,US,graph,Chart 11385",30.4727429,,,,,always dry,"[-86.1370163,30.4727429]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 43/98",29.6440278,,,,,always dry,"[-85.03975,29.6440278]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 33/98",29.6710278,,,,depth unknown,always under water/submerged,"[-84.7580278,29.6710278]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11391",30.1373919,,7.9,,least depth known,always under water/submerged,"[-85.7081113,30.1373919]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11391",30.083299,,1.8,,value reported (not confirmed),always under water/submerged,"[-85.704069,30.083299]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 43/06",30.3263917,,,,,always dry,"[-87.3366694,30.3263917]"
,Wrecks - Visible,"US,US,graph,Chart 11481",28.3139148,,,,,always dry,"[-80.6471739,28.3139148]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 27/06",30.4126389,,,,,always dry,"[-88.8787778,30.4126389]"
3.0 meters/10 feet Skiff,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 52/01",30.2499993,,,,depth unknown,always under water/submerged,"[-88.616667,30.2499993]"
,"Wrecks - Submerged, dangerous","US,US,graph,HS-11512",30.2051389,,7.3,,,always under water/submerged,"[-88.5163611,30.2051389]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9126114,,5.7,,least depth known,always under water/submerged,"[-78.013105,33.9126114]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.749511,,,,depth unknown,always under water/submerged,"[-77.438416,34.749511]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11552",34.975236,,,,depth unknown,always under water/submerged,"[-76.830129,34.975236]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.480084,,,,depth unknown,always under water/submerged,"[-74.1345921,40.480084]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12332",40.4797795,,,,depth unknown,always under water/submerged,"[-74.3823867,40.4797795]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12332",40.5015949,,,,depth unknown,always under water/submerged,"[-74.2885327,40.5015949]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.790966,,18.2,,least depth known,always under water/submerged,"[-73.911833,40.790966]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.993369,,,,depth unknown,always under water/submerged,"[-73.555055,40.993369]"
,,"US,US,graph,Chart 12365",40.9477092,,10.9,,least depth known,always under water/submerged,"[-73.423762,40.9477092]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-1453/14",19.7738743,,,,,always under water/submerged,"[-72.1836319,19.7738743]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16665",61.2944861,,,,depth unknown,covers and uncovers,"[-149.914236,61.2944861]"
,Wrecks - Visible,"US,US,graph,GC-10575,DD-6886(CEF)",37.736621,,,,,always dry,"[-122.3713672,37.736621]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18650",37.7829167,,8.5,,least depth known,always under water/submerged,"[-122.2588056,37.7829167]"
,"Wrecks - Submerged, dangerous","US,US,graph,GC-10575,DD-6886(CEF)",37.847801,,,,depth unknown,always under water/submerged,"[-122.4784328,37.847801]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0164953,,,,,always dry,"[-121.8056272,38.0164953]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18661",38.1483085,,,,depth unknown,always under water/submerged,"[-121.5466545,38.1483085]"
,Wrecks - Visible,"US,US,graph,Chart 18653",37.8624906,,,,,always dry,"[-122.4893213,37.8624906]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 18657",38.054532,,0.3,,least depth known,always under water/submerged,"[-122.1703219,38.054532]"
,Wrecks - Visible,"US,US,Graph,GC-11114",38.0471983,,,,,always dry,"[-121.4998321,38.0471983]"
,"Wrecks - Submerged, dangerous","US,US,reprt,11CGD,LNM 37/11",38.0188333,,,,,always under water/submerged,"[-121.8021667,38.0188333]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.773345,,5.5,,least depth known,always under water/submerged,"[-118.248845,33.773345]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.74874,,2.8,,depth known,always under water/submerged,"[-118.2154,33.74874]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18773",32.6528529,,,,depth unknown,always under water/submerged,"[-117.1315235,32.6528529]"
,Wrecks - Visible,"US,US,graph,Chart 18773",32.6588506,,,,,always dry,"[-117.1188486,32.6588506]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 18764",32.8000552,,,,depth unknown,always under water/submerged,"[-118.4009183,32.8000552]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12368",41.1001783,,,,depth unknown,always under water/submerged,"[-73.3718365,41.1001783]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12368",40.9979241,,32.9,,least depth known,always under water/submerged,"[-73.4141135,40.9979241]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11415",27.5353934,,,,depth unknown,always under water/submerged,"[-82.705933,27.5353934]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11415",27.6921301,,,,depth unknown,always under water/submerged,"[-82.8865004,27.6921301]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11425",26.69413,,,,depth unknown,always under water/submerged,"[-82.302499,26.69413]"
,Wrecks - Visible,"US,US,graph,Chart 11425",27.328308,,,,,always dry,"[-82.543326,27.328308]"
,"Wrecks - Submerged, dangerous","US,US,reprt,7thCGD,LNM 44/10",25.5416667,,,,depth unknown,always under water/submerged,"[-80.1433333,25.5416667]"
,Wrecks - Visible,"US,US,graph,Chart 11464",24.9347141,,,,,covers and uncovers,"[-80.5505923,24.9347141]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11464",25.0814548,,,,depth unknown,always under water/submerged,"[-80.4809049,25.0814548]"
,Wrecks - Visible,"US,US,graph,Chart 11467",25.770745,,,,,always dry,"[-80.1998228,25.770745]"
,"Wrecks - Submerged, dangerous","US,US,reprt,H-10799",30.4073116,,12.4,,least depth known,always under water/submerged,"[-81.2613089,30.4073116]"
,"Wrecks - Submerged, dangerous","US,US,reprt,H-10799",30.413078,,14,,least depth known,always under water/submerged,"[-81.2598814,30.413078]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 03/07",30.44,,,,,covers and uncovers,"[-86.4152778,30.44]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11393",29.923707,,,,depth unknown,always under water/submerged,"[-85.4317931,29.923707]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11402",29.6469106,,,,depth unknown,always under water/submerged,"[-85.1666737,29.6469106]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11383",30.306927,,,,depth unknown,always under water/submerged,"[-87.169926,30.306927]"
,Wrecks - Visible,"US,US,graph,Chart 11372",30.409049,,,,,always dry,"[-89.020768,30.409049]"
,Wrecks - Visible,"US,US,reprt,8thCGD,LNM 34/08",30.3838889,,,,,always dry,"[-88.8133333,30.3838889]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-14698 (NWID: 17524), S-J977-KR-CC, x-ref: H-11618.",30.3585,,0.9,,value reported (not confirmed),always under water/submerged,"[-89.0974722,30.3585]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11374",30.2491293,,,,depth unknown,always under water/submerged,"[-88.4358971,30.2491293]"
,,"US,US,graph,DD-14146 (NWID: 17355), OPR-J376-NRT4, x-ref: H-11385.",30.2655833,,3.3,,,always under water/submerged,"[-88.5161111,30.2655833]"
,Wrecks - Visible,"US,US,graph,Chart 11537",34.169791,,,,,always dry,"[-77.9507573,34.169791]"
,Wrecks - Visible,"US,US,graph,Chart 11537",33.9225133,,,,,always dry,"[-78.0688917,33.9225133]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11537",33.9208704,,,,depth unknown,always under water/submerged,"[-78.059649,33.9208704]"
,Wrecks - Visible,"US,US,graph,Chart 11537",33.9188094,,,,,always dry,"[-78.0445544,33.9188094]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11542",34.586242,,,,depth unknown,always under water/submerged,"[-77.368003,34.586242]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 11547",34.7184541,,,,depth unknown,always under water/submerged,"[-76.691324,34.7184541]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 11552",34.948084,,,,depth unknown,always under water/submerged,"[-76.900854,34.948084]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11541",34.35063,,,,depth unknown,always under water/submerged,"[-77.632496,34.35063]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11553",35.5368557,,,,depth unknown,always under water/submerged,"[-76.5677344,35.5368557]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.248141,,,,,always under water/submerged,"[-76.094188,36.248141]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.5108645,,,,depth unknown,always under water/submerged,"[-74.1908683,40.5108645]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6414998,,,,depth unknown,always under water/submerged,"[-74.1629438,40.6414998]"
